policy,event,op,req_bytes,utilization,cur_inuse_bytes,overhead_bytes
BEST_FIT,245,free,0,0.5003067255,33575016,65536
BEST_FIT,246,malloc,61758,0.4936681986,33129512,65440
BEST_FIT,247,malloc,54792,0.5437567234,36490896,67328
BEST_FIT,248,malloc,42554,0.5947084427,39910208,69152
BEST_FIT,249,malloc,21982,0.6423001885,43104036,71488
BEST_FIT,250,malloc,44164,0.6940141916,46574504,73824
BEST_FIT,251,malloc,779,0.7481667399,50208620,76096
BEST_FIT,252,malloc,28532,0.7954406738,53381120,78592
BEST_FIT,253,malloc,35682,0.8399050832,56365076,81184
BEST_FIT,254,malloc,23403,0.8920141459,59862056,84032
BEST_FIT,255,malloc,61422,0.9372298121,62896428,86912
BEST_FIT,256,malloc,14407,0.9733859301,65322824,89440
BEST_FIT,257,malloc,10196,0.9877232313,66284984,90848
BEST_FIT,258,malloc,9491,0.9918268323,66560372,91456
BEST_FIT,259,malloc,31842,0.9925171733,66606700,91712
BEST_FIT,260,malloc,59841,0.9928640127,66629976,91808
BEST_FIT,261,malloc,49384,0.9933438301,66662176,92000
BEST_FIT,262,malloc,25949,0.9934872985,66671804,92032
BEST_FIT,263,malloc,47685,0.9936775565,66684572,92096
BEST_FIT,264,malloc,61198,0.9937116504,66686860,92096
BEST_FIT,265,malloc,44620,0.9938750267,66697824,92160
BEST_FIT,266,free,0,0.5003364086,33577008,67744
BEST_FIT,267,free,0,0.4502402544,30215112,61344
BEST_FIT,268,free,0,0.3992792368,26795176,54976
BEST_FIT,269,free,0,0.3516806364,23600888,48672
BEST_FIT,270,free,0,0.2999610305,20130044,42368
BEST_FIT,271,free,0,0.2458026409,16495536,36064
BEST_FIT,272,free,0,0.1985237002,13322700,29824
BEST_FIT,273,free,0,0.1540549994,10338456,23616
BEST_FIT,274,free,0,0.1019438505,6841336,17440
BEST_FIT,275,free,0,0.0205689073,1380356,7520
BEST_FIT,276,free,0,0.0062308311,418144,4800
BEST_FIT,277,malloc,44655,0.0006654263,44656,64
BEST_FIT,278,malloc,28732,0.0536310673,3599120,3264
BEST_FIT,279,malloc,59863,0.1035786271,6951044,6464
BEST_FIT,280,malloc,54718,0.1508226395,10121536,9664
BEST_FIT,281,malloc,38899,0.1998479366,13411568,12864
BEST_FIT,282,malloc,30663,0.2464757562,16540708,16064
BEST_FIT,283,malloc,36643,0.2959159613,19858584,19264
BEST_FIT,284,malloc,12367,0.3433498144,23041816,22464
BEST_FIT,285,malloc,50812,0.3876734376,26016324,25664
BEST_FIT,286,malloc,63911,0.4312022924,28937496,28864
BEST_FIT,287,malloc,63831,0.4815663099,32317368,32064
BEST_FIT,288,malloc,29916,0.5322076082,35715848,35264
BEST_FIT,289,malloc,19184,0.5818220377,39045416,38464
BEST_FIT,290,malloc,60587,0.6308392882,42334908,41664
BEST_FIT,291,malloc,54037,0.6793144941,45588024,44864
BEST_FIT,292,malloc,55589,0.7269483209,48784676,48064
BEST_FIT,293,malloc,8736,0.7741219401,51950444,51264
BEST_FIT,294,malloc,40806,0.8274205923,55527256,54464
BEST_FIT,295,malloc,38347,0.8734874725,58618752,57664
BEST_FIT,296,malloc,23636,0.9216188192,61848792,60864
BEST_FIT,297,malloc,36057,0.9738669991,65355108,64064
BEST_FIT,298,malloc,46817,0.9990181327,67042972,65888
BEST_FIT,299,malloc,28362,0.9990181327,67042972,65888
BEST_FIT,300,malloc,47206,0.9990181327,67042972,65888
BEST_FIT,301,malloc,36204,0.9990181327,67042972,65888
BEST_FIT,302,malloc,15158,0.9990181327,67042972,65888
BEST_FIT,303,malloc,2182,0.9990181327,67042972,65888
BEST_FIT,304,malloc,34421,0.9990181327,67042972,65888
BEST_FIT,305,malloc,54853,0.9990181327,67042972,65888
BEST_FIT,306,malloc,25239,0.9990181327,67042972,65888
BEST_FIT,307,malloc,31124,0.9990181327,67042972,65888
BEST_FIT,308,malloc,30590,0.9990181327,67042972,65888
BEST_FIT,309,malloc,32665,0.9990181327,67042972,65888
BEST_FIT,310,malloc,62873,0.9990181327,67042972,65888
BEST_FIT,311,malloc,31923,0.9990181327,67042972,65888
BEST_FIT,312,malloc,5992,0.9990181327,67042972,65888
BEST_FIT,313,malloc,39334,0.9990181327,67042972,65888
BEST_FIT,314,malloc,55752,0.9990181327,67042972,65888
BEST_FIT,315,malloc,43373,0.9990181327,67042972,65888
BEST_FIT,316,malloc,37731,0.9990181327,67042972,65888
BEST_FIT,317,free,0,0.9983527064,66998316,65888
BEST_FIT,318,free,0,0.9711380005,65171968,65888
BEST_FIT,319,free,0,0.9445854425,63390056,65888
BEST_FIT,320,free,0,0.9189252257,61668028,65888
BEST_FIT,321,free,0,0.8934841752,59960708,65888
BEST_FIT,322,free,0,0.8688346148,58306504,65888
BEST_FIT,323,free,0,0.8467009664,56821140,65888
BEST_FIT,324,free,0,0.8199985623,55029172,65888
BEST_FIT,325,free,0,0.7982681990,53570872,65888
BEST_FIT,326,free,0,0.7746942639,51988852,65888
BEST_FIT,327,free,0,0.7490357757,50266940,65888
BEST_FIT,328,free,0,0.7236778140,48565196,65888
BEST_FIT,329,free,0,0.6979170442,46836420,65888
BEST_FIT,330,free,0,0.6738569140,45221772,65888
BEST_FIT,331,free,0,0.6487616897,43537660,65888
BEST_FIT,332,free,0,0.6242881417,41895268,65888
BEST_FIT,333,free,0,0.6016923785,40378892,65888
BEST_FIT,334,free,0,0.5751571059,38598140,65888
BEST_FIT,335,free,0,0.5508878231,36969456,65888
BEST_FIT,336,free,0,0.5243554711,35188900,65888
